timestamp_utc,Ticker,Yahoo_Symbol,Sector,Current_Price,Volume,Daily_Liquidity_EGP,Liquidity_Source,Price_Source,Price_As_Of,Price_Freshness,Current_Open,Current_High,Current_Low,Current_Previous_Close,Current_Change_%,Current_Source_URL,Yahoo_Last_Close,Current_Yahoo_Delta_%,Technical_Source_Status
2026-06-10T09:09:51.759143+00:00,ENGC.CA,ENGC.CA,General / Verified EGX Expansion,35.24,212297.0,7481411.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,35.12,35.55,34.8,35.12,0.34,https://english.mubasher.info/markets/EGX/stocks/ENGC,35.12,0.34,ALIGNED
2026-06-10T09:09:51.759143+00:00,RAYA.CA,RAYA.CA,Technology & Distribution,7.38,3024735.0,22400936.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,7.46,7.52,7.36,7.46,-1.07,https://english.mubasher.info/markets/EGX/stocks/RAYA,7.46,1.07,ALIGNED
2026-06-10T09:09:51.759143+00:00,ARCC.CA,ARCC.CA,Building Materials,56.57,246663.0,14082638.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,58.0,58.0,56.55,58.0,-2.47,https://english.mubasher.info/markets/EGX/stocks/ARCC,58.0,2.47,ALIGNED
2026-06-10T09:09:51.759143+00:00,AJWA.CA,AJWA.CA,General / Verified EGX Expansion,147.32,54984.0,8205052.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,150.56,150.5,147.0,150.56,-2.15,https://english.mubasher.info/markets/EGX/stocks/AJWA,150.56,2.15,ALIGNED
2026-06-10T09:09:51.759143+00:00,OFH.CA,OFH.CA,General / Verified EGX Expansion,0.62,11507543.0,7162950.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:54 AM market time,DELAYED_CURRENT,0.63,0.63,0.62,0.63,-1.75,https://english.mubasher.info/markets/EGX/stocks/OFH,0.63,1.59,ALIGNED
2026-06-10T09:09:51.759143+00:00,COPR.CA,COPR.CA,General / Verified EGX Expansion,0.37,109826108.0,41276684.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:53 AM market time,DELAYED_CURRENT,0.36,0.38,0.36,0.36,3.04,https://english.mubasher.info/markets/EGX/stocks/COPR,0.36,2.78,ALIGNED
2026-06-10T09:09:51.759143+00:00,MTIE.CA,MTIE.CA,Automotive & Distribution,9.1,419812.0,3829949.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,9.1,9.17,9.07,9.1,0.0,https://english.mubasher.info/markets/EGX/stocks/MTIE,9.1,0.0,ALIGNED
2026-06-10T09:09:51.759143+00:00,ETEL.CA,ETEL.CA,Telecommunications,93.44,142389.0,13344511.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,94.28,94.28,93.35,94.28,-0.89,https://english.mubasher.info/markets/EGX/stocks/ETEL,94.28,0.89,ALIGNED
2026-06-10T09:09:51.759143+00:00,GDWA.CA,GDWA.CA,General / Verified EGX Expansion,0.81,7391821.0,6031618.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:48 AM market time,DELAYED_CURRENT,0.82,0.82,0.81,0.82,-0.12,https://english.mubasher.info/markets/EGX/stocks/GDWA,0.82,1.22,ALIGNED
2026-06-10T09:09:51.759143+00:00,ASCM.CA,ASCM.CA,General / Verified EGX Expansion,57.18,811515.0,46186696.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,56.1,57.9,55.91,56.1,1.93,https://english.mubasher.info/markets/EGX/stocks/ASCM,56.1,1.93,ALIGNED
2026-06-10T09:09:51.759143+00:00,EMFD.CA,EMFD.CA,Real Estate,11.95,8703651.0,104551064.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,12.15,12.18,11.83,12.15,-1.65,https://english.mubasher.info/markets/EGX/stocks/EMFD,12.15,1.65,ALIGNED
2026-06-10T09:09:51.759143+00:00,COMI.CA,COMI.CA,Banking & Financials,133.07,902007.0,120034592.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,132.97,133.5,132.3,132.97,0.08,https://english.mubasher.info/markets/EGX/stocks/COMI,132.97,0.08,ALIGNED
2026-06-10T09:09:51.759143+00:00,ADIB.CA,ADIB.CA,Banking & Financials,46.11,549282.0,25350940.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,46.45,46.39,46.06,46.45,-0.73,https://english.mubasher.info/markets/EGX/stocks/ADIB,46.45,0.73,ALIGNED
2026-06-10T09:09:51.759143+00:00,EGAL.CA,EGAL.CA,Basic Resources & Chemicals,315.85,87845.0,27808322.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,316.55,318.05,315.0,316.55,-0.22,https://english.mubasher.info/markets/EGX/stocks/EGAL,316.55,0.22,ALIGNED
2026-06-10T09:09:51.759143+00:00,ARVA.CA,ARVA.CA,General / Verified EGX Expansion,11.2,593666.0,6604008.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,11.18,11.3,11.08,11.18,0.18,https://english.mubasher.info/markets/EGX/stocks/ARVA,11.18,0.18,ALIGNED
2026-06-10T09:09:51.759143+00:00,BTFH.CA,BTFH.CA,Non-bank Financial Services,3.11,13953619.0,43606824.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,3.13,3.15,3.1,3.13,-0.64,https://english.mubasher.info/markets/EGX/stocks/BTFH,3.13,0.64,ALIGNED
2026-06-10T09:09:51.759143+00:00,CERA.CA,CERA.CA,General / Verified EGX Expansion,1.19,2879668.0,3450924.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,1.2,1.21,1.19,1.2,-0.83,https://english.mubasher.info/markets/EGX/stocks/CERA,1.2,0.83,ALIGNED
2026-06-10T09:09:51.759143+00:00,ISMA.CA,ISMA.CA,General / Verified EGX Expansion,29.55,245905.0,7337040.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:48 AM market time,DELAYED_CURRENT,29.99,30.15,29.5,29.99,-1.47,https://english.mubasher.info/markets/EGX/stocks/ISMA,29.99,1.47,ALIGNED
2026-06-10T09:09:51.759143+00:00,PRCL.CA,PRCL.CA,Building Materials,25.26,195865.0,4999336.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,25.49,25.98,25.21,25.49,-0.9,https://english.mubasher.info/markets/EGX/stocks/PRCL,25.49,0.9,ALIGNED
2026-06-10T09:09:51.759143+00:00,LUTS.CA,LUTS.CA,General / Verified EGX Expansion,0.63,9480181.0,5998159.0,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:53 AM market time,DELAYED_CURRENT,0.63,0.64,0.62,0.63,0.64,https://english.mubasher.info/markets/EGX/stocks/LUTS,0.63,0.0,ALIGNED
2026-06-10T09:09:51.759143+00:00,EDFM.CA,EDFM.CA,General / Verified EGX Expansion,333.09,8925.0,2972828.22,Yahoo Finance,Yahoo Finance,2026-06-08T21:00:00+00:00,FRESH,,,,,,,,,
2026-06-10T09:09:51.759143+00:00,ROTO.CA,ROTO.CA,General / Verified EGX Expansion,34.87,109213.0,3842407.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,35.13,35.7,34.83,35.13,-0.74,https://english.mubasher.info/markets/EGX/stocks/ROTO,35.13,0.74,ALIGNED
2026-06-10T09:09:51.759143+00:00,ELEC.CA,ELEC.CA,Industrial Goods & Cables,2.16,2421735.0,5236518.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,2.16,2.18,2.15,2.16,0.0,https://english.mubasher.info/markets/EGX/stocks/ELEC,2.16,0.0,ALIGNED
2026-06-10T09:09:51.759143+00:00,MHOT.CA,MHOT.CA,Tourism & Leisure,30.92,108050.0,3363622.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:53 AM market time,DELAYED_CURRENT,30.93,31.43,30.83,30.93,-0.03,https://english.mubasher.info/markets/EGX/stocks/MHOT,30.93,0.03,ALIGNED
2026-06-10T09:09:51.759143+00:00,AFDI.CA,AFDI.CA,General / Verified EGX Expansion,44.48,126187.0,5574356.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:52 AM market time,DELAYED_CURRENT,43.72,44.55,43.72,43.72,1.74,https://english.mubasher.info/markets/EGX/stocks/AFDI,43.72,1.74,ALIGNED
2026-06-10T09:09:51.759143+00:00,AREH.CA,AREH.CA,General / Verified EGX Expansion,1.51,4186017.0,6328128.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:51 AM market time,DELAYED_CURRENT,1.51,1.53,1.5,1.51,0.0,https://english.mubasher.info/markets/EGX/stocks/AREH,1.51,0.0,ALIGNED
2026-06-10T09:09:51.759143+00:00,SUGR.CA,SUGR.CA,"Food, Beverages & Tobacco",49.97,102491.0,5131848.5,Mubasher delayed stock page,Yahoo Finance history + Mubasher delayed current trading data,10:37 AM market time,DELAYED_CURRENT,49.72,50.5,49.71,49.72,0.5,https://english.mubasher.info/markets/EGX/stocks/SUGR,49.72,0.5,ALIGNED
