timestamp_utc,Ticker,Sector,Rank_Score,Sector_Rank,Flow_Regime,Market_Risk_Mode,Buy_Ready,Buy_Block_Reasons,Outlook_Label,Outlook_Score,Liquidity_Regime,Sector_Momentum,Risk_Notes,Current_Price,Daily_Liquidity_EGP,Liquidity_Source,Liquidity_Spike,RSI,Support_20D,Resistance_20D,Support_Distance_%,Resistance_Distance_%
2026-06-01T23:19:15.945593+00:00,DSCW.CA,General / Verified EGX Expansion,9.35,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,9.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,1.77,30192190.0,DirectFN delayed trading data,0.35,10.71,1.71,2.14,3.51,20.9
2026-06-01T23:19:15.945593+00:00,COMI.CA,Banking & Financials,9.3,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.25,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,103.0,118840000.0,DirectFN delayed trading data,0.2,27.65,131.5,144.93,-21.67,40.71
2026-06-01T23:19:15.945593+00:00,IFAP.CA,Agriculture & Food Production,9.24,15,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.09,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,18.85,11728377.0,DirectFN delayed trading data,0.49,22.9,19.51,22.2,-3.38,17.77
2026-06-01T23:19:15.945593+00:00,SEIG.CA,General / Verified EGX Expansion,9.21,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,15.37,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; sector is not leading,172.81,866985.0,DirectFN delayed trading data,0.12,44.25,173.35,207.99,-0.31,20.36
2026-06-01T23:19:15.945593+00:00,RTVC.CA,General / Verified EGX Expansion,9.03,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,13.37,TRADEABLE,IMPROVING,below MA20; below MA50; weak RSI; sector is not leading,3.79,8478855.0,DirectFN delayed trading data,1.1,31.46,3.75,4.4,1.07,16.09
2026-06-01T23:19:15.945593+00:00,NIPH.CA,Healthcare,8.98,20,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,2.46,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,100.22,18710334.0,DirectFN delayed trading data,0.14,34.58,128.04,186.89,-21.73,86.48
2026-06-01T23:19:15.945593+00:00,TALM.CA,Education,8.97,21,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,WEAK_OR_RISKY,31.54,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; overheated RSI; sector is not leading,15.5,1752234.0,DirectFN delayed trading data,0.14,38.41,15.12,17.27,2.51,11.42
2026-06-01T23:19:15.945593+00:00,GTWL.CA,General / Verified EGX Expansion,8.87,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,36.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,47.82,5518615.0,DirectFN delayed trading data,0.45,20.05,45.7,59.79,4.64,25.03
2026-06-01T23:19:15.945593+00:00,ATLC.CA,Non-bank Financial Services,8.74,7,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,19.53,TRADEABLE,IMPROVING,below MA20; below MA50; weak RSI,4.13,7924632.0,DirectFN delayed trading data,0.96,26.53,4.62,5.44,-10.61,31.72
2026-06-01T23:19:15.945593+00:00,EGBE.CA,Banking & Financials,8.65,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,10.25,THIN,IMPROVING,liquidity below minimum; overheated RSI; sector is not leading,0.45,146529.0,DirectFN delayed trading data,1.1,71.28,0.38,0.47,18.42,4.44
2026-06-01T23:19:15.945593+00:00,BIOC.CA,General / Verified EGX Expansion,8.59,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,28.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,63.65,3246046.0,DirectFN delayed trading data,0.37,41.54,67.52,79.99,-5.73,25.67
2026-06-01T23:19:15.945593+00:00,MENA.CA,Real Estate,8.5,8,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,16.36,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; momentum is extended,4.79,1760335.0,DirectFN delayed trading data,0.19,64.8,5.62,6.8,-14.77,41.96
2026-06-01T23:19:15.945593+00:00,EALR.CA,General / Verified EGX Expansion,8.47,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,48.37,TRADEABLE,IMPROVING,liquidity is cooling; weak RSI; sector is not leading,373.0,3126785.0,DirectFN delayed trading data,0.13,29.61,330.15,449.0,12.98,20.38
2026-06-01T23:19:15.945593+00:00,WKOL.CA,General / Verified EGX Expansion,8.43,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,CONSTRUCTIVE,54.37,TRADEABLE,IMPROVING,liquidity is cooling; weak RSI; sector is not leading,313.07,3077300.0,DirectFN delayed trading data,0.18,21.67,279.7,364.6,11.93,16.46
2026-06-01T23:19:15.945593+00:00,FAITA.CA,Banking & Financials,8.32,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,9.25,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; close to resistance,0.99,23606.0,DirectFN delayed trading data,0.4,57.14,0.96,1.0,3.12,1.01
2026-06-01T23:19:15.945593+00:00,LUTS.CA,General / Verified EGX Expansion,8.04,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,16.37,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; sector is not leading,0.56,689838.0,DirectFN delayed trading data,0.1,48.61,0.54,0.59,3.7,5.36
2026-06-01T23:19:15.945593+00:00,NHPS.CA,General / Verified EGX Expansion,7.98,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,42.37,TRADEABLE,IMPROVING,liquidity is cooling; weak RSI; sector is not leading,76.37,2630641.0,DirectFN delayed trading data,0.19,28.95,67.56,80.0,13.04,4.75
2026-06-01T23:19:15.945593+00:00,OLFI.CA,"Food, Beverages & Tobacco",7.89,19,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,41.56,TRADEABLE,IMPROVING,liquidity is cooling; weak RSI; sector is not leading,24.99,2862082.0,DirectFN delayed trading data,0.11,33.66,21.0,22.9,19.0,-8.36
2026-06-01T23:19:15.945593+00:00,APSW.CA,General / Verified EGX Expansion,7.88,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,16.37,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; sector is not leading,8.93,534214.0,DirectFN delayed trading data,0.38,56.57,8.62,9.38,3.6,5.04
2026-06-01T23:19:15.945593+00:00,KWIN.CA,General / Verified EGX Expansion,7.83,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,36.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,73.33,4480919.0,DirectFN delayed trading data,0.56,23.85,69.0,90.0,6.28,22.73
2026-06-01T23:19:15.945593+00:00,KZPC.CA,General / Verified EGX Expansion,7.82,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,23.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,10.2,3472665.0,DirectFN delayed trading data,0.25,43.78,10.16,11.6,0.39,13.73
2026-06-01T23:19:15.945593+00:00,FAIT.CA,Banking & Financials,7.78,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,6.25,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; overheated RSI,32.07,2479647.0,DirectFN delayed trading data,0.34,70.96,33.0,38.48,-2.82,19.99
2026-06-01T23:19:15.945593+00:00,MHOT.CA,Tourism & Leisure,7.56,17,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,25.9,442410.0,DirectFN delayed trading data,0.03,64.75,26.3,34.3,-1.52,32.43
2026-06-01T23:19:15.945593+00:00,EGAS.CA,Energy & Petrochemicals,7.48,18,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,27.7,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,44.26,2400035.0,DirectFN delayed trading data,0.09,47.62,45.53,51.88,-2.79,17.22
2026-06-01T23:19:15.945593+00:00,CEFM.CA,General / Verified EGX Expansion,7.38,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,36.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,102.59,4027551.0,DirectFN delayed trading data,0.51,31.34,97.1,119.9,5.65,16.87
2026-06-01T23:19:15.945593+00:00,MICH.CA,General / Verified EGX Expansion,7.35,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,23.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,28.98,3005080.0,DirectFN delayed trading data,0.36,53.39,34.96,38.0,-17.11,31.12
2026-06-01T23:19:15.945593+00:00,CPCI.CA,General / Verified EGX Expansion,7.13,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,6.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; overheated RSI,268.8,1778627.0,DirectFN delayed trading data,0.2,37.53,315.1,383.0,-14.69,42.49
2026-06-01T23:19:15.945593+00:00,AMES.CA,General / Verified EGX Expansion,7.1,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,CONSTRUCTIVE,54.37,TRADEABLE,IMPROVING,liquidity is cooling; weak RSI; sector is not leading,55.11,1753719.0,DirectFN delayed trading data,0.09,23.78,50.0,65.87,10.22,19.52
2026-06-01T23:19:15.945593+00:00,AXPH.CA,General / Verified EGX Expansion,6.82,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,6.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; overheated RSI,809.97,1469577.0,DirectFN delayed trading data,0.25,39.7,908.0,1239.0,-10.8,52.97
2026-06-01T23:19:15.945593+00:00,DEIN.CA,General / Verified EGX Expansion,6.35,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,18.37,MISSING,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; sector is not leading,11.38,0.0,Yahoo Finance,0.0,50.0,11.38,13.65,0.0,19.95
2026-06-01T23:19:15.945593+00:00,TRTO.CA,General / Verified EGX Expansion,6.35,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,18.37,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; sector is not leading,0.03,374.0,DirectFN delayed trading data,0.28,50.0,0.03,0.04,0.0,33.33
2026-06-01T23:19:15.945593+00:00,CIEB.CA,Banking & Financials,6.08,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,22.5,780830.0,DirectFN delayed trading data,0.05,38.85,23.31,24.8,-3.47,10.22
2026-06-01T23:19:15.945593+00:00,SUGR.CA,"Food, Beverages & Tobacco",5.86,19,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,22.56,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,47.19,1831162.0,DirectFN delayed trading data,0.11,46.53,47.0,52.9,0.4,12.1
2026-06-01T23:19:15.945593+00:00,EPPK.CA,General / Verified EGX Expansion,5.79,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,11.79,444183.0,DirectFN delayed trading data,0.66,50.27,12.01,13.6,-1.83,15.35
2026-06-01T23:19:15.945593+00:00,AALR.CA,General / Verified EGX Expansion,5.75,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,14.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,183.38,5399751.0,DirectFN delayed trading data,0.2,25.38,177.5,256.93,3.31,40.11
2026-06-01T23:19:15.945593+00:00,SMFR.CA,General / Verified EGX Expansion,5.71,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,191.85,361636.0,DirectFN delayed trading data,0.03,48.77,199.9,239.9,-4.03,25.05
2026-06-01T23:19:15.945593+00:00,PHTV.CA,General / Verified EGX Expansion,5.61,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,175.24,263317.0,DirectFN delayed trading data,0.01,59.91,201.08,233.0,-12.85,32.96
2026-06-01T23:19:15.945593+00:00,ENGC.CA,General / Verified EGX Expansion,5.59,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,36.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,33.24,2239583.0,DirectFN delayed trading data,0.15,33.17,32.31,35.86,2.88,7.88
2026-06-01T23:19:15.945593+00:00,UNIT.CA,Real Estate,5.57,8,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,27.36,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; momentum is extended,10.68,1823622.0,DirectFN delayed trading data,0.29,65.87,10.06,14.4,6.16,34.83
2026-06-01T23:19:15.945593+00:00,MFSC.CA,General / Verified EGX Expansion,5.42,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,34.05,68441.0,DirectFN delayed trading data,0.01,73.84,31.9,65.6,6.74,92.66
2026-06-01T23:19:15.945593+00:00,EOSB.CA,General / Verified EGX Expansion,5.41,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min,WEAK_OR_RISKY,19.37,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; weak RSI; sector is not leading,1.45,66794.0,DirectFN delayed trading data,0.43,0.0,1.34,1.54,8.21,6.21
2026-06-01T23:19:15.945593+00:00,ARVA.CA,General / Verified EGX Expansion,5.33,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,NEUTRAL,36.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,8.16,1983096.0,DirectFN delayed trading data,0.1,26.91,7.65,9.23,6.67,13.11
2026-06-01T23:19:15.945593+00:00,NEDA.CA,General / Verified EGX Expansion,5.31,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,2.38,963100.0,DirectFN delayed trading data,0.71,53.57,2.65,3.19,-10.19,34.03
2026-06-01T23:19:15.945593+00:00,SCTS.CA,Education,5.0,21,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,20.54,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; sector is not leading,294.0,1779686.0,DirectFN delayed trading data,0.09,52.15,590.01,709.0,-50.17,141.16
2026-06-01T23:19:15.945593+00:00,MOED.CA,General / Verified EGX Expansion,4.79,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,9.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,0.72,5439314.0,DirectFN delayed trading data,0.41,16.56,0.68,0.84,5.88,16.67
2026-06-01T23:19:15.945593+00:00,ELWA.CA,General / Verified EGX Expansion,4.73,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,9.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; overheated RSI,1.11,1386478.0,DirectFN delayed trading data,0.49,85.19,1.79,2.04,-37.99,83.78
2026-06-01T23:19:15.945593+00:00,GMCI.CA,General / Verified EGX Expansion,4.45,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,1.71,101301.0,DirectFN delayed trading data,0.31,81.82,1.67,1.8,2.4,5.26
2026-06-01T23:19:15.945593+00:00,NAHO.CA,General / Verified EGX Expansion,4.35,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,0.1,1211.0,DirectFN delayed trading data,0.03,44.44,0.1,0.11,0.0,10.0
2026-06-01T23:19:15.945593+00:00,EGSA.CA,Telecommunications,4.34,12,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,6.92,1082.0,DirectFN delayed trading data,0.06,91.62,7.6,9.19,-8.95,32.8
2026-06-01T23:19:15.945593+00:00,GDWA.CA,General / Verified EGX Expansion,4.33,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,25.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,0.78,4978343.0,DirectFN delayed trading data,0.41,25.81,0.77,0.84,1.3,7.69
2026-06-01T23:19:15.945593+00:00,RUBX.CA,General / Verified EGX Expansion,4.03,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY,WEAK_OR_RISKY,31.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,10.24,1682369.0,DirectFN delayed trading data,0.05,31.49,9.8,11.98,4.49,16.99
2026-06-01T23:19:15.945593+00:00,GRCA.CA,General / Verified EGX Expansion,3.83,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,15.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; momentum is extended,30.09,1486856.0,DirectFN delayed trading data,0.16,69.29,52.51,60.95,-42.7,102.56
2026-06-01T23:19:15.945593+00:00,MOSC.CA,General / Verified EGX Expansion,3.52,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,181.89,4168233.0,DirectFN delayed trading data,0.11,21.41,271.0,340.0,-32.88,86.93
2026-06-01T23:19:15.945593+00:00,SAUD.CA,Banking & Financials,3.06,13,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.25,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,15.39,3755838.0,DirectFN delayed trading data,0.25,28.9,21.8,25.1,-29.4,63.09
2026-06-01T23:19:15.945593+00:00,EASB.CA,General / Verified EGX Expansion,2.62,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,8.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,3.64,2267647.0,DirectFN delayed trading data,0.49,29.51,4.61,5.37,-21.04,47.53
2026-06-01T23:19:15.945593+00:00,GGCC.CA,General / Verified EGX Expansion,1.28,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,25.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; weak RSI; sector is not leading,0.41,1934873.0,DirectFN delayed trading data,0.36,27.59,0.39,0.43,5.13,4.88
2026-06-01T23:19:15.945593+00:00,GSSC.CA,General / Verified EGX Expansion,1.15,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,240.11,1804549.0,DirectFN delayed trading data,0.09,7.61,254.1,277.77,-5.51,15.68
2026-06-01T23:19:15.945593+00:00,OCPH.CA,General / Verified EGX Expansion,0.91,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;below_MA50,WEAK_OR_RISKY,3.37,TRADEABLE,IMPROVING,liquidity is cooling; below MA20; below MA50; weak RSI,204.99,1566068.0,DirectFN delayed trading data,0.06,21.6,334.22,416.5,-38.67,103.18
2026-06-01T23:19:15.945593+00:00,CFGH.CA,General / Verified EGX Expansion,0.86,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,7.37,THIN,IMPROVING,liquidity below minimum; below MA20; weak RSI; sector is not leading,0.11,7091.0,DirectFN delayed trading data,1.75,0.0,0.1,0.11,10.0,0.0
2026-06-01T23:19:15.945593+00:00,EBSC.CA,General / Verified EGX Expansion,0.67,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,1.68,317800.0,DirectFN delayed trading data,0.17,11.11,1.64,1.9,2.44,13.1
2026-06-01T23:19:15.945593+00:00,WCDF.CA,General / Verified EGX Expansion,0.11,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; below MA20; below MA50; weak RSI,483.0,758574.0,DirectFN delayed trading data,0.91,10.69,530.26,570.0,-8.91,18.01
2026-06-01T23:19:15.945593+00:00,UEFM.CA,General / Verified EGX Expansion,0.02,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,479.0,670513.0,DirectFN delayed trading data,0.32,10.22,455.6,530.0,5.14,10.65
2026-06-01T23:19:15.945593+00:00,EDFM.CA,General / Verified EGX Expansion,-0.03,10,MISSING,DEFENSIVE_NO_NEW_BUY,False,flow_or_market_gate=MISSING/DEFENSIVE_NO_NEW_BUY;liquidity_below_min;below_MA50,WEAK_OR_RISKY,0.0,THIN,IMPROVING,liquidity below minimum; liquidity is cooling; below MA20; below MA50,309.5,622298.0,DirectFN delayed trading data,0.55,18.89,320.2,378.0,-3.34,22.13
