timestamp_utc,Ticker,MA20,MA50,MA200,RSI,MACD,MACD_Signal,Avg20_Liquidity_EGP,Liquidity_Spike,Support_20D,Resistance_20D,Support_50D,Resistance_50D,Support_Distance_%,Resistance_Distance_%,Return_5D_%,Return_20D_%,Volatility_20D_%,Breakout_20D
2026-05-27T17:02:11.220457+00:00,AFDI.CA,39.25,35.9,34.44,66.71,1.8458,1.792,14281812.15,0.38,35.03,44.6,31.5,44.6,18.78,7.19,1.71,17.24,2.74,False
2026-05-27T17:02:11.220457+00:00,AREH.CA,1.34,1.23,1.2,44.83,0.0225,0.0342,22566436.37,0.33,1.27,1.43,1.06,1.43,3.94,8.33,0.0,-0.75,1.95,False
2026-05-27T17:02:11.220457+00:00,AMOC.CA,8.5,8.29,7.0,39.56,0.0784,0.1348,109667940.5,0.34,8.12,9.15,7.68,9.17,1.72,10.77,-6.88,1.1,2.04,False
2026-05-27T17:02:11.220457+00:00,ECAP.CA,29.56,27.74,29.88,55.79,0.5124,0.6528,5539686.25,0.91,27.6,31.33,24.9,31.33,10.0,3.19,4.69,6.71,1.77,False
2026-05-27T17:02:11.220457+00:00,ARAB.CA,0.2,0.2,0.2,48.48,0.0001,0.0006,57045377.3,0.99,0.19,0.21,0.17,0.23,4.64,5.42,0.0,-2.4,1.49,False
2026-05-27T17:02:11.220457+00:00,EEII.CA,2.37,2.15,2.03,44.44,0.0409,0.069,20872004.84,0.32,2.27,2.58,1.77,2.77,1.32,12.17,-6.12,-8.37,1.97,False
2026-05-27T17:02:11.220457+00:00,ROTO.CA,33.75,31.62,29.41,40.56,0.3397,0.6071,13621539.32,0.48,32.66,36.69,27.33,36.69,0.31,12.0,-0.73,-5.89,2.13,False
2026-05-27T17:02:11.220457+00:00,EGAS.CA,47.87,44.15,43.46,51.75,1.4232,1.5905,25503434.17,0.16,42.09,51.88,40.69,51.88,14.79,7.39,-0.17,14.22,2.77,False
2026-05-27T17:02:11.220457+00:00,GMCI.CA,1.73,1.75,1.69,50.0,-0.0055,-0.0109,327113.16,0.43,1.67,1.82,1.56,1.99,5.39,3.41,3.53,0.0,0.98,True
2026-05-27T17:02:11.220457+00:00,SCTS.CA,647.95,470.83,300.92,54.47,43.8707,57.7728,20673135.09,0.28,590.01,750.0,261.12,829.02,7.38,18.38,-1.62,5.59,3.86,False
2026-05-27T17:02:11.220457+00:00,MCRO.CA,1.25,1.26,1.81,45.95,-0.0026,-0.0014,106515601.43,0.57,1.18,1.4,1.07,1.47,5.93,12.0,2.46,5.04,2.75,False
2026-05-27T17:02:11.220457+00:00,IFAP.CA,20.64,19.81,19.55,39.42,0.0789,0.2561,24039987.21,0.27,19.51,22.2,18.2,22.2,3.02,10.45,-0.4,2.55,1.75,False
2026-05-27T17:02:11.220457+00:00,GRCA.CA,56.52,55.32,34.48,63.78,1.3629,1.3632,9283999.61,0.39,52.51,60.95,46.0,60.95,12.25,3.41,0.31,7.57,2.64,False
2026-05-27T17:02:11.220457+00:00,MEPA.CA,1.7,1.61,1.57,41.38,0.0199,0.0339,26581346.19,0.21,1.62,1.84,1.42,1.84,3.09,10.18,-4.02,0.6,2.06,False
2026-05-27T17:02:11.220457+00:00,SUGR.CA,49.18,48.29,48.94,51.45,0.3,0.4344,16581707.71,0.38,47.0,52.9,46.5,52.9,3.26,9.0,-4.71,0.71,1.81,False
2026-05-27T17:02:11.220457+00:00,EPCO.CA,9.21,8.84,7.44,49.29,0.0341,0.0925,13229628.19,0.4,8.56,9.9,7.96,9.9,5.37,9.76,-0.88,-3.53,1.86,False
2026-05-27T17:02:11.220457+00:00,KZPC.CA,10.62,10.21,10.28,46.92,0.0918,0.177,13739259.84,0.38,10.07,11.6,9.7,11.6,2.78,12.08,-3.09,2.17,2.2,False
2026-05-27T17:02:11.220457+00:00,DAPH.CA,84.12,79.8,77.38,40.55,0.6352,1.6328,32160875.31,0.26,79.25,96.0,62.22,96.0,0.32,20.75,-7.56,-1.22,2.3,False
2026-05-27T17:02:11.220457+00:00,AJWA.CA,133.31,124.68,126.47,55.02,2.096,2.9236,9787539.88,0.52,130.01,139.5,107.99,139.5,2.24,4.95,-1.15,1.45,1.04,False
2026-05-27T17:02:11.220457+00:00,UNIT.CA,11.77,10.62,10.38,71.67,0.7327,0.6855,6235328.6,0.39,9.91,14.4,9.0,14.4,30.36,11.46,2.46,25.11,4.71,False
2026-05-27T17:02:11.220457+00:00,CNFN.CA,4.58,4.3,4.66,51.45,0.0878,0.1164,14858371.25,0.43,4.3,4.95,3.92,4.95,5.12,9.51,-4.84,2.73,2.34,False
2026-05-27T17:02:11.220457+00:00,GIHD.CA,41.3,38.8,39.93,44.78,0.3453,0.8026,5604470.5,0.89,39.1,44.5,34.3,44.5,2.3,11.25,-2.65,-2.03,1.75,False
2026-05-27T17:02:11.220457+00:00,SKPC.CA,17.69,17.53,18.1,38.49,-0.0589,0.0238,132236429.58,0.36,16.8,18.98,16.64,18.98,1.79,10.99,-3.93,-2.29,1.77,False
2026-05-27T17:02:11.220457+00:00,SPIN.CA,14.35,14.34,11.94,56.76,0.0166,0.0195,4768961.95,0.38,13.69,15.2,13.69,15.2,5.11,5.63,0.56,-0.35,1.09,False
2026-05-27T17:02:11.220457+00:00,MOIN.CA,24.86,23.68,25.17,52.94,0.3527,0.3647,3858638.01,0.55,23.13,26.8,20.27,26.8,9.25,6.05,2.81,1.94,2.07,False
2026-05-27T17:02:11.220457+00:00,FAITA.CA,0.99,0.98,0.95,51.56,0.0047,0.0046,58543.84,1.69,0.95,1.0,0.95,1.0,4.42,0.81,1.12,3.77,0.78,False
2026-05-27T17:02:11.220457+00:00,SEIG.CA,184.74,166.46,156.46,37.76,2.4433,4.4561,7417503.05,0.53,173.35,207.99,136.62,207.99,3.51,15.92,-0.95,-3.56,2.73,False
2026-05-27T17:02:11.220457+00:00,EGBE.CA,0.43,0.4,0.32,68.37,0.0205,0.0188,132881.67,1.52,0.38,0.47,0.36,0.47,21.33,4.18,-3.19,20.69,2.42,False
2026-05-27T17:02:11.220457+00:00,CEFM.CA,107.92,96.82,95.15,54.77,3.1054,4.2357,7835149.66,0.49,97.1,119.9,80.0,119.9,9.34,12.93,-3.7,3.06,3.32,False
2026-05-27T17:02:11.220457+00:00,SIPC.CA,3.57,3.4,3.31,46.55,0.0296,0.053,14574392.18,0.26,3.4,3.8,3.09,3.8,3.53,7.95,-0.85,0.57,1.4,False
2026-05-27T17:02:11.220457+00:00,SMFR.CA,206.97,193.74,189.23,52.79,3.8523,5.0209,12147494.42,0.15,199.9,239.9,167.9,241.4,4.08,15.3,-2.31,3.63,1.67,False
2026-05-27T17:02:11.220457+00:00,EGSA.CA,8.34,7.54,6.59,81.88,0.4298,0.3833,17195.88,0.23,7.43,9.19,6.52,9.19,22.55,0.99,7.31,23.63,2.0,True
2026-05-27T17:02:11.220457+00:00,RUBX.CA,11.14,9.99,10.27,30.64,0.0744,0.2913,32223846.05,0.3,9.8,13.9,8.6,13.9,3.67,36.81,-12.03,-6.53,2.95,False
2026-05-27T17:02:11.220457+00:00,GTWL.CA,51.98,46.94,43.36,34.93,1.3383,2.2078,12268355.53,0.7,44.93,59.79,40.43,59.79,7.3,24.02,-9.12,6.92,3.37,False
2026-05-27T17:02:11.220457+00:00,ENGC.CA,33.89,32.81,32.44,36.3,0.0354,0.2945,14619591.57,0.45,32.31,35.86,30.65,35.86,1.55,9.3,-0.58,-0.61,1.82,False
2026-05-27T17:02:11.220457+00:00,DOMT.CA,25.33,24.65,23.58,54.01,0.2148,0.2636,2172796.13,0.7,24.5,26.49,22.67,26.49,3.88,4.09,-0.82,2.5,1.19,False
2026-05-27T17:02:11.220457+00:00,BIOC.CA,71.85,66.22,62.73,55.59,1.6775,2.2789,8703799.56,0.16,66.48,79.99,58.46,79.99,8.5,10.9,0.84,5.33,1.95,False
2026-05-27T17:02:11.220457+00:00,ALCN.CA,29.37,29.99,24.26,49.92,-0.0589,-0.0183,35640019.74,0.1,28.23,30.35,27.68,33.58,4.54,2.85,0.85,4.61,1.35,False
2026-05-27T17:02:11.220457+00:00,ADCI.CA,203.12,177.27,181.55,69.81,10.2832,11.0829,7704807.68,0.44,176.23,225.0,146.0,225.0,21.99,4.66,4.86,20.33,2.33,False
2026-05-27T17:02:11.220457+00:00,DTPP.CA,131.41,114.68,103.1,44.61,4.1097,5.6021,9705791.93,0.32,121.0,139.7,89.5,139.7,7.37,7.53,0.44,5.69,2.72,False
2026-05-27T17:02:11.220457+00:00,LUTS.CA,0.56,0.54,0.57,51.28,0.0039,0.0059,6620514.98,0.62,0.54,0.59,0.52,0.59,2.03,6.7,-1.25,1.1,1.41,False
2026-05-27T17:02:11.220457+00:00,ATQA.CA,9.95,9.3,9.95,28.41,-0.001,0.1225,53542485.51,0.27,9.41,10.72,8.11,11.0,0.43,13.44,-2.58,-8.25,1.45,False
2026-05-27T17:02:11.220457+00:00,CICH.CA,12.0,11.34,9.18,70.25,0.4257,0.4074,4405605.15,0.22,10.9,13.47,10.0,13.47,15.14,7.33,-0.24,11.06,2.54,False
2026-05-27T17:02:11.220457+00:00,MOIL.CA,0.45,0.43,0.41,58.44,0.008,0.0088,151132.86,0.76,0.42,0.47,0.39,0.47,10.71,2.15,0.43,10.71,1.41,False
2026-05-27T17:02:11.220457+00:00,EKHO.CA,0.67,0.64,0.64,50.0,0.0071,0.0087,0.0,0.0,0.67,0.67,0.62,0.67,0.0,0.0,0.0,0.0,0.0,True
2026-05-27T17:02:11.220457+00:00,OBRI.CA,37.62,37.13,28.36,25.53,-0.4672,-0.0197,13242438.21,1.15,34.71,40.84,33.6,41.45,0.37,17.22,-3.89,-8.6,2.21,False
2026-05-27T17:02:11.220457+00:00,CAED.CA,70.79,62.21,60.42,67.92,3.7672,4.148,15946645.35,0.14,60.51,89.99,52.01,89.99,21.35,22.55,-1.26,21.03,4.37,False
2026-05-27T17:02:11.220457+00:00,EOSB.CA,1.4,1.26,1.18,53.85,0.0451,0.0549,154927.9,0.23,1.28,1.54,1.12,1.54,10.16,9.22,0.0,15.57,2.26,False
2026-05-27T17:02:11.220457+00:00,MICH.CA,35.44,35.63,30.74,53.75,0.1078,0.1713,8244912.79,0.36,34.95,38.0,32.3,39.39,1.46,7.16,-1.91,1.6,1.33,False
2026-05-27T17:02:11.220457+00:00,TALM.CA,15.87,15.32,14.55,43.95,0.078,0.2125,12277185.89,0.15,14.85,17.27,14.32,17.27,4.51,11.28,-2.08,3.05,2.06,False
2026-05-27T17:02:11.220457+00:00,NCCW.CA,5.42,5.03,6.08,36.36,0.0504,0.1018,12976890.16,0.22,5.13,5.78,4.39,5.78,3.31,9.06,1.53,1.92,2.1,False
2026-05-27T17:02:11.220457+00:00,NINH.CA,19.15,15.74,11.27,40.13,0.5918,0.9655,21973182.05,0.09,17.12,25.89,11.35,25.89,5.61,43.2,1.52,6.73,7.27,False
2026-05-27T17:02:11.220457+00:00,CIEB.CA,23.91,22.9,19.85,22.59,0.0559,0.2084,16300271.24,0.38,23.31,24.8,18.92,25.7,0.77,5.58,-0.55,-1.09,1.04,False
2026-05-27T17:02:11.220457+00:00,CERA.CA,1.16,1.11,1.3,52.38,0.0119,0.0178,14773061.59,0.19,1.13,1.23,1.02,1.23,1.77,6.96,-1.71,0.88,1.51,False
2026-05-27T17:02:11.220457+00:00,AXPH.CA,1058.63,917.5,789.24,71.27,72.0681,74.8977,5954372.41,0.3,874.0,1239.0,701.66,1239.0,29.0,9.9,-1.46,28.23,5.14,False
2026-05-27T17:02:11.220457+00:00,KWIN.CA,74.42,64.97,69.6,19.6,1.4174,2.767,8071664.24,0.96,64.05,90.0,53.3,90.0,8.59,29.4,-4.97,7.18,4.13,False
2026-05-27T17:02:11.220457+00:00,RREI.CA,3.64,3.2,2.67,28.21,0.0272,0.1007,25692440.0,0.26,3.32,3.95,2.33,4.12,2.41,16.18,-0.58,-9.81,1.82,False
